Weight,Height,BMI,Body Fat Percentage,BFPcase,Gender,Age,BMIcase,Exercise Recommendation Plan
99.36998652628864,1.798791725150922,30.710965408649987,36.513158490379986,Obese,Female,22,severe obese,7
67.20306778020192,1.4770795258364962,30.802172036245015,46.05260644349402,Obese,Female,63,obese,6
96.99202257822273,1.9315443238625294,25.997204997440548,29.486645996928655,Obese,Male,63,over weight,5
71.51307788663478,1.9472469909970136,18.860073783413426,16.09208854009611,Fitness,Male,42,normal,4
73.53059165893546,1.746748513856306,24.099459127027988,35.24935095243358,Obese,Female,51,severe obese,7
71.50112131198561,1.4570439580228163,33.679648009303776,49.27557761116453,Obese,Female,62,obese,6
65.38342359965482,1.9461803842018843,17.26241191247746,14.404894294972955,Fitness,Male,43,mild thinness,3
85.65970393550928,1.6762479047760042,30.485973865441547,38.31316863852986,Obese,Female,31,obese,6
81.83307484380201,1.7089178544461907,28.021184874675228,33.51542184961027,Obese,Female,23,over weight,5
84.97026392688562,1.642221327236414,31.50674887019718,40.45809864423662,Obese,Female,35,severe obese,7
61.59668675146136,1.7314413366060017,20.546686236041687,29.146023483250026,Acceptable,Female,43,normal,4
95.23154383513832,1.912291102213385,26.041908960219665,27.010290752263597,Obese,Male,52,over weight,5
80.03680379191704,1.8967962687190518,22.24581718022519,15.784980616270225,Fitness,Male,23,normal,4
84.92692423340705,1.7334817267656761,28.262258201711692,31.054709842054027,Obese,Male,58,over weight,5
106.97325321997297,1.8398092432091202,31.603094567589956,35.06371348110794,Obese,Male,58,severe obese,7
73.59650968599456,1.945175558313405,19.450895948313814,13.121075137976579,Fitness,Male,26,normal,4
99.9691648932536,1.736748146880969,33.143042663399555,47.711651196079465,Obese,Female,58,severe obese,7
102.22255975488571,1.9522062186055553,26.822260013352636,22.656712016023167,Acceptable,Male,29,over weight,5
60.076604855685794,1.7239585986202672,20.213974678985412,18.866769614782495,Acceptable,Male,47,normal,4
105.01058941216218,1.8962308984684257,29.204559372979453,27.125471247575344,Obese,Male,36,over weight,5
105.28785028557353,1.7390729792498125,34.81309569837726,43.735714838052715,Obese,Female,32,severe obese,7
90.03786696013354,1.9297708770899398,24.177628589908373,22.473154307890045,Acceptable,Male,42,normal,4
104.38222511137363,1.7445753551707792,34.29628537710469,46.79554245252562,Obese,Female,48,severe obese,7
107.23873602661014,1.879258657616361,30.365369286634312,29.898443143961178,Obese,Male,42,obese,6
101.96904274509703,1.716466952769451,34.609669302248605,43.26160316269833,Obese,Female,31,obese,6
94.0924532466129,1.7749481835679668,29.866438261606998,42.629725913928404,Obese,Female,53,severe obese,7
82.25475655904788,1.9744608624545523,21.09910153668985,23.37892184402782,Acceptable,Male,62,normal,4
75.13246886182677,1.5965903202870204,29.474108382985648,39.62893005958278,Obese,Female,42,over weight,5
57.41013991632305,1.7537695172806422,18.665669459079222,13.098803350895064,Fitness,Male,30,normal,4
103.42265274201591,1.979520890462225,26.393409398749608,23.75209127849953,Acceptable,Male,36,over weight,5
51.32153569005146,1.669449535708143,18.414208313876884,22.217049976652262,Fitness,Female,24,mild thinness,3
50.20962015348028,1.8208533901028547,15.143873657912698,9.332648389495237,Athletes,Male,32,sever thinness,1
90.39160437403598,1.8027459277278217,27.813718086525306,42.696461703830366,Obese,Female,64,severe obese,7
99.5641446311413,1.6954752410037166,34.63538844150662,41.68246612980795,Obese,Female,24,obese,6
50.53164154062178,1.715082902944568,17.178813761236633,24.18457651348396,Acceptable,Female,39,mild thinness,3
59.44403102573354,1.8754605064850622,16.900221855332887,10.980266226399468,Athletes,Male,30,moderate thinness,2
69.45921652118051,1.968904805384288,17.917624978301188,11.051149973961426,Athletes,Male,25,mild thinness,3
87.46576941705331,1.8965970815687563,24.31576654031134,18.26891984837361,Acceptable,Male,23,normal,4
67.21193482565485,1.5184114710418075,29.151938931983715,40.85232671838046,Obese,Female,49,over weight,5
78.26936728409201,1.5390453673189117,33.04372347572927,38.62246817087512,Obese,Female,19,obese,6
79.33111870508463,1.7194891940269872,26.831482980473737,33.92777957656849,Obese,Female,31,over weight,5
63.835028515128684,1.9405972866733165,16.950722616094975,12.65086713931397,Athletes,Male,37,moderate thinness,2
52.1027706209839,1.8136838395443058,15.83936079112751,15.91723294935301,Fitness,Male,57,sever thinness,1
73.07568294259445,1.7043215087411667,25.157636228433137,32.60916347411976,Obese,Female,34,over weight,5
57.90683665958233,1.5187273311435034,25.105577952505897,36.686693543007074,Obese,Female,52,over weight,5
61.622691026191,1.4549306911071096,29.110927946885074,33.673113536262086,Obese,Female,18,over weight,5
92.74908009396947,1.7520547937013582,30.21441865578348,40.287302386940176,Obese,Female,41,obese,6
87.37195135990117,1.7371032005540348,28.95481499650009,36.47577799580011,Obese,Female,31,over weight,5
56.476026891414705,1.7622848927679768,18.18494114735555,25.851929376826654,Acceptable,Female,41,mild thinness,3
60.766515722236605,1.8056470783988783,18.637969474526493,13.75556336943179,Fitness,Male,33,normal,4
68.45756595466625,1.8888671544776394,19.187510216403417,17.405012259684103,Acceptable,Male,46,normal,4
59.29634085059049,1.750006846469459,19.361918983486845,18.764302780184213,Acceptable,Male,51,normal,4
94.72622639281033,1.8245997928791229,28.45345404811799,42.31414485774159,Obese,Female,59,severe obese,7
59.16050202135935,1.4564756168936435,27.888516548516733,40.02621985822008,Obese,Female,52,over weight,5
82.5352455812798,1.7361514356394294,27.381941626412033,28.618329951694438,Obese,Male,52,over weight,5
106.18753974360945,1.793403227730814,33.01548372046705,41.11858046456046,Obese,Female,30,severe obese,7
55.94124785777542,1.764280591895832,17.97201765068629,12.036421180823549,Athletes,Male,29,mild thinness,3
92.68721985786044,1.7878960893546731,28.995814108389467,25.72497693006736,Obese,Male,31,over weight,5
84.70720712139959,1.8414419293060027,24.980682947920005,20.44681953750401,Acceptable,Male,29,normal,4
100.23113150586039,1.790561128989228,31.26254491306157,39.01505389567389,Obese,Female,30,obese,6
67.4237046082441,1.4815743882179218,30.716072755728423,44.56928730687411,Obese,Female,57,obese,6
63.41355045281045,1.9370628556246174,16.900308908565894,16.960370690279074,Fitness,Male,56,moderate thinness,2
94.96209103120151,1.8621148551824453,27.386550870203234,28.39386104424388,Obese,Male,51,over weight,5
104.00699894488523,1.9471624940010364,27.43204433394546,25.45845320073455,Obese,Male,38,over weight,5
100.39720478443748,1.8118335388576172,30.583348409531133,36.59001809143736,Obese,Female,23,obese,6
58.19408107325127,1.883922063777264,16.396567826231408,9.225881391477689,Athletes,Male,25,moderate thinness,2
72.60177947545259,1.736034667376666,24.089649351720325,26.737579222064387,Obese,Male,61,normal,4
85.7517433484273,1.7529859300696264,27.905261548683477,22.116313858420167,Acceptable,Male,21,over weight,5
61.48483899249767,1.7513497578666661,20.045748016636907,20.044897619964292,Acceptable,Male,53,normal,4
108.93402689299275,1.8298144793732407,32.53489717433663,27.901876609203956,Obese,Male,22,obese,6
79.24846629866987,1.6839064466760811,27.948271071442093,37.56792528573051,Obese,Female,41,over weight,5
100.48972653683249,1.7215479797558861,33.90653437179636,29.087841246155637,Obese,Male,20,obese,6
101.78731249540834,1.817668686913864,30.808049006594313,35.939658807913176,Obese,Female,19,obese,6
88.49048435851674,1.765036122642605,28.40464568751901,34.205574825022815,Obese,Female,24,severe obese,7
53.73951525133682,1.7937734594729013,16.701618403302,23.3819420839624,Fitness,Female,38,moderate thinness,2
52.016357399239034,1.742010406343062,17.14109042853068,28.509308514236814,Acceptable,Female,58,mild thinness,3
86.50334988015763,1.9190047210952466,23.48988224586634,19.577858695039613,Acceptable,Male,33,normal,4
103.60897563451704,1.7888432354907329,32.378208387461854,34.61385006495422,Obese,Male,52,obese,6
69.08106621544064,1.7843615728215545,21.696681220906157,21.336017465087384,Acceptable,Male,50,normal,4
59.74622779899542,1.9133169519364204,16.320619949324264,11.894743939189116,Athletes,Male,37,moderate thinness,2
74.0585740392848,1.5910693503401805,29.25479951083129,40.515759412997554,Obese,Female,47,over weight,5
87.61555611268935,1.7949756864584252,27.193435709640234,26.552122851568274,Obese,Male,44,over weight,5
74.55337160130401,1.7798838599002234,23.533361115410393,26.07003333849247,Obese,Male,61,normal,4
68.57169396282612,1.526199169408107,29.438959254560707,36.366751105472844,Obese,Female,28,over weight,5
101.61121933180665,1.7549083338623548,32.99383438755175,42.4726012650621,Obese,Female,36,obese,6
93.51045588424645,1.8475412636281197,27.39503632078819,27.024043584945826,Obese,Male,45,over weight,5
108.11255457378867,1.7844885456941224,33.950689603206,48.4508275238472,Obese,Female,57,severe obese,7
90.19027093008393,1.7170216905791227,30.59201817024204,38.44042180429045,Obese,Female,31,severe obese,7
84.9096192693595,1.7772067813961723,26.883200435118294,26.869840522141953,Obese,Male,47,over weight,5
56.5011625879171,1.5914347468960492,22.30897988720143,27.120775864641722,Acceptable,Female,25,normal,4
97.60861110308232,1.8819480734140077,27.55959687390131,23.08151624868157,Acceptable,Male,27,over weight,5
68.70965638195054,1.8992243829489943,19.048694735140998,15.628433682169199,Fitness,Male,39,normal,4
81.70376670209046,1.8589711170189567,23.642684918133522,24.13122190176023,Obese,Male,52,normal,4
73.22721830097035,1.4489633480085233,34.878494990074906,46.804193988089885,Obese,Female,45,severe obese,7
87.693563119071,1.8997022921688063,24.299460026503308,18.70935203180397,Acceptable,Male,25,normal,4
73.70421702327783,1.5879959815576186,29.22762581868504,41.86315098242205,Obese,Female,53,over weight,5
60.1862510892488,1.9591402750528486,15.6807282025829,13.426873843099482,Fitness,Male,47,sever thinness,1
99.84828882099593,1.758935773235049,32.273098469849856,28.96771816381982,Obese,Male,28,obese,6
105.37223115655077,1.8094869101158437,32.18216701894705,27.93860042273646,Obese,Male,24,obese,6
50.552101479234125,1.5118736430855675,22.116083569034334,29.4193002828412,Acceptable,Female,36,normal,4
82.17679161623687,1.9763211721302825,21.039438000691973,17.787325600830368,Acceptable,Male,38,normal,4
53.766839096994715,1.942624358584301,14.247440283084911,7.336928339701895,Athletes,Male,28,sever thinness,1
104.89949986795222,1.7497769627546225,34.26163063921832,47.90395676706198,Obese,Female,53,severe obese,7
103.73438026140963,1.7569049487394166,33.606724397363294,40.44806927683596,Obese,Female,24,severe obese,7
101.51863535147203,1.8616667940908807,29.29151713572511,28.839820562870127,Obese,Male,43,over weight,5
60.55802391014872,1.504433028695031,26.756295036133498,39.1275540433602,Obese,Female,54,over weight,5
89.4287334673657,1.7663360998624702,28.663577260210783,27.626292712252937,Obese,Male,41,over weight,5
56.843460288742016,1.4595849587428213,26.682206983176265,30.988648379811515,Acceptable,Female,19,over weight,5
90.95196776149658,1.6989647455639574,31.509634482065028,37.93156137847804,Obese,Female,24,obese,6
67.27380086117108,1.420442989475176,33.34251459542179,49.10101751450615,Obese,Female,63,obese,6
106.67841809002978,1.9736054789053834,27.38772022588781,26.09526427106537,Obese,Male,41,severe obese,7
66.64322974107866,1.5968026227799577,26.136869028484277,34.934242834181134,Obese,Female,39,over weight,5
98.63318200945803,1.727065878211523,33.067794985176164,49.2313539822114,Obese,Female,65,severe obese,7
72.9907390475481,1.7335582603594288,24.287950970841692,22.37554116501003,Acceptable,Male,41,normal,4
86.85771565944526,1.666727802108499,31.266483806968264,37.17978056836192,Obese,Female,22,severe obese,7
62.66313131653964,1.4509472159549475,29.765204180444698,44.578245016533636,Obese,Female,62,over weight,5
56.033365877332216,1.711043841555647,19.139228877386635,27.227074652863962,Acceptable,Female,42,normal,4
109.7548504416585,1.888901966323048,30.76131414517557,33.13357697421068,Obese,Male,54,obese,6
96.3726237931797,1.6630611873912717,34.844739883683445,47.45368786042013,Obese,Female,48,obese,6
56.40758185850599,1.8278984202956026,16.88236817644824,29.578841811737888,Acceptable,Female,64,moderate thinness,2
70.5589884389018,1.7228762958181645,23.770819502109735,37.38498340253168,Obese,Female,62,normal,4
105.56387984320605,1.811014770898835,32.18632251390718,47.25358701668861,Obese,Female,61,severe obese,7
63.22500748056773,1.4458402400475179,30.244629869115155,45.61355584293818,Obese,Female,64,obese,6
58.36723083058969,1.9327914841467597,15.624246506444177,16.119095807733007,Fitness,Male,59,sever thinness,1
83.41364328652577,1.7037765289533224,28.735041462923796,28.40204975550856,Obese,Male,44,over weight,5
88.72066503120573,1.7670314402879526,28.41425245906562,40.88710295087875,Obese,Female,53,over weight,5
86.00449525128892,1.7027388143001292,29.663683546908292,39.62642025628995,Obese,Female,41,over weight,5
56.188327921864726,1.8327508049183,16.72781706969765,13.533380483637181,Fitness,Male,42,moderate thinness,2
60.39647412020854,1.7340022821126129,20.086869418488458,15.954243302186146,Fitness,Male,35,normal,4
87.7770896904027,1.6597639046915238,31.86313811967097,39.045765743605166,Obese,Female,27,severe obese,7
92.37212438221937,1.9330884576584184,24.719374451170527,25.883249341404632,Obese,Male,54,normal,4
78.12605281241514,1.6881134858488736,27.41527484702475,40.378329816429705,Obese,Female,56,severe obese,7
51.87933902267768,1.4822212409202675,23.613935301794083,36.736722362152896,Obese,Female,60,normal,4
53.716627402453064,1.7585390420598983,17.37019557336246,18.214234688034953,Acceptable,Male,59,mild thinness,3
101.34067286772128,1.817398244692758,30.68199360033685,42.918392320404216,Obese,Female,50,severe obese,7
51.49416312437621,1.7898064856343074,16.074810040973677,28.839772049168417,Acceptable,Female,65,moderate thinness,2
81.65885765021706,1.7917784505514327,25.43517218563098,28.582206622757173,Obese,Male,62,over weight,5
80.7697749971741,1.7516996156641549,26.322649666017664,38.837179599221194,Obese,Female,55,over weight,5
83.11169717413358,1.740352380516013,27.4402312871152,22.01827754453824,Acceptable,Male,23,over weight,5
109.94750671110317,1.8422479752738714,32.3958373258161,35.555004790979325,Obese,Male,56,severe obese,7
77.92413395483914,1.642711609628893,28.87681771036121,39.60218125243345,Obese,Female,45,severe obese,7
55.874053035848554,1.9324495708829827,14.962144229972356,10.49457307596683,Athletes,Male,38,sever thinness,1
75.78903417253203,1.6755284891258215,26.996206373775117,41.02544764853014,Obese,Female,61,over weight,5
56.47641460822642,1.7265645300842671,18.945300075664047,23.774360090796854,Fitness,Female,28,normal,4
104.17139435280443,1.941162630421858,27.64551172118151,29.394614065417816,Obese,Male,54,severe obese,7
67.59360224212188,1.6626918161081594,24.450180716865493,30.150216860238594,Acceptable,Female,27,normal,4
99.53675057170754,1.7785545275286705,31.466547141860904,38.569856570233085,Obese,Female,27,severe obese,7
74.98711564519104,1.9563494281650362,19.59267765792607,16.971213189511285,Fitness,Male,42,normal,4
53.02579977871698,1.4752175100986167,24.3654877995934,34.18858535951208,Obese,Female,45,normal,4
60.19988833695815,1.7791124142226906,19.01905373742732,19.502864484912788,Acceptable,Male,56,normal,4
78.93184182222566,1.5696059927854682,32.03840894654048,46.61609073584857,Obese,Female,59,obese,6
99.29526386997897,1.7883002950159776,31.049001466810154,29.338801760172185,Obese,Male,36,obese,6
65.72252841799464,1.8463933825866201,19.278169433277043,12.22380331993245,Athletes,Male,23,normal,4
70.55830020124975,1.5868444994866293,28.020725020570875,37.65487002468505,Obese,Female,41,over weight,5
80.86799545332995,1.8236528453996643,24.316011538932006,22.63921384671841,Acceptable,Male,42,normal,4
72.07031604203058,1.8554870118190172,20.933439381827732,17.20012725819328,Acceptable,Male,36,normal,4
82.45171371752988,1.9506439438086542,21.669239978352984,18.313087974023578,Acceptable,Male,37,normal,4
102.054217813105,1.9058644009815495,28.096159666606425,30.39539159992771,Obese,Male,56,over weight,5
103.43425386153305,1.9725293608571284,26.583822790783906,21.910587348940684,Acceptable,Male,27,over weight,5
77.42538690878169,1.7328439831079427,25.784841069647452,25.09180928357694,Obese,Male,45,over weight,5
69.07717105805827,1.5064542839489055,30.438456769164123,43.77614812299694,Obese,Female,55,obese,6
59.442292887196686,1.8974907102509164,16.509588040475606,18.33150564857073,Acceptable,Male,64,moderate thinness,2
79.3990964225553,1.8384294943182682,23.492087097899905,19.810504517479888,Acceptable,Male,34,normal,4
104.43667263941842,1.9778833645874014,26.696336706999997,25.265604048399997,Obese,Male,41,over weight,5
93.29921948076044,1.7059717268285235,32.05784700762272,34.22941640914726,Obese,Male,52,obese,6
88.87403898142313,1.6756895439043795,31.65102640053686,44.08123168064423,Obese,Female,50,severe obese,7
61.91212016870712,1.8239302403055184,18.61055088878425,16.942661066541103,Fitness,Male,47,normal,4
60.050853249122014,1.6824952947892235,21.213457869841022,26.266149443809226,Acceptable,Female,27,normal,4
81.60864081045929,1.9662601406751936,21.108345490445167,19.4800145885342,Acceptable,Male,45,normal,4
77.39051983563922,1.7996430170582152,23.89544004401731,23.974528052820776,Acceptable,Male,50,normal,4
85.82814892481711,1.9485784054893067,22.604451614379194,17.595341937255032,Acceptable,Male,29,normal,4
66.27347775824045,1.9186268200841057,18.003574450463244,12.53428934055589,Athletes,Male,31,mild thinness,3
89.99286109346977,1.6243003806894019,34.10950108830533,47.261401305966395,Obese,Female,51,severe obese,7
108.28813172231031,1.8582428598618244,31.359989997243808,25.571987996692567,Obese,Male,18,severe obese,7
78.61657399314197,1.7897467893461179,24.543185504009987,25.671822604811982,Obese,Male,54,normal,4
103.09894157734833,1.9614227358087728,26.798580881337788,28.83829705760535,Obese,Male,56,over weight,5
81.47405309563962,1.5433898681588443,34.20330175120793,48.75396210144952,Obese,Female,57,severe obese,7
73.76384857492272,1.700800052937815,25.4998159736183,29.339779168341963,Acceptable,Female,18,over weight,5
66.7520581751399,1.7927529087147733,20.76939228840412,21.833270746084946,Acceptable,Male,57,normal,4
101.93510565975281,1.7671420404525409,32.64230809847165,41.36076971816598,Obese,Female,33,severe obese,7
88.40712778651508,1.7915743130662438,27.543404939877025,35.47208592785243,Obese,Female,34,severe obese,7
73.63332506312481,1.6256173783124028,27.863633281262352,37.69635993751482,Obese,Female,42,over weight,5
69.36411816326341,1.9441187086664595,18.35224972592794,10.882699671113532,Athletes,Male,22,mild thinness,3
65.3112441107811,1.863321868039486,18.81101349118617,11.203216189423404,Athletes,Male,21,normal,4
73.4427063470703,1.7585251101727377,23.749338856628537,26.09920662795425,Obese,Male,60,normal,4
74.49990462201455,1.8924831443294476,20.80135743112738,18.651628917352856,Acceptable,Male,43,normal,4
56.6378471598804,1.6464134916643598,20.89435189230896,25.42322227077075,Acceptable,Female,25,normal,4
104.4768000354526,1.9194744282659861,28.356668159047736,31.628001790857287,Obese,Male,60,over weight,5
51.10889106013047,1.9651691701715803,13.234165865696689,12.330999038836026,Athletes,Male,55,sever thinness,1
74.70696923084287,1.7168360530355733,25.345652046620202,27.784782455944242,Obese,Male,59,over weight,5
104.62270225470971,1.8459805013885622,30.70235679003582,35.13282814804299,Obese,Male,63,obese,6
57.82925324925189,1.8301533275920099,17.265240512759487,9.578288615311383,Athletes,Male,22,mild thinness,3
60.3806312810216,1.9278044601708546,16.246944160254788,7.896332992305748,Athletes,Male,20,moderate thinness,2
74.66268513190603,1.7674254799225324,23.901292199877506,17.54155063985301,Acceptable,Male,22,normal,4
107.08672875358747,1.8275116493624637,32.06382607179465,41.81659128615358,Obese,Female,38,severe obese,7
82.77092995705036,1.9083701478257467,22.727549164410412,15.903058997292494,Fitness,Male,21,normal,4
88.72043664018855,1.6617103314853,32.13017052097236,46.03620462516683,Obese,Female,56,obese,6
104.30068099942604,1.8432112346080645,30.69989756340956,30.759877076091474,Obese,Male,44,obese,6
61.815590521748774,1.7127922484579396,21.071169699606216,15.985403639527458,Fitness,Male,30,normal,4
81.48273303165054,1.8139629121306384,24.763314919311913,25.705977903174297,Obese,Male,53,normal,4
93.65482354624743,1.8458917348944357,27.486389693271864,22.073667631926238,Acceptable,Male,23,over weight,5
83.23239226672095,1.7479552156412577,27.24154748788651,25.689856985463816,Obese,Male,40,over weight,5
71.2581597029029,1.53491114676582,30.24601213977133,41.475214567725594,Obese,Female,46,obese,6
85.60237445604129,1.7430023127383505,28.1766842107093,35.54202105285116,Obese,Female,31,severe obese,7
107.35007240439428,1.7568528927157967,34.78015759788237,43.92618911745885,Obese,Female,33,severe obese,7
50.92871795160345,1.7426646324178325,16.770079027847835,18.1840948334174,Acceptable,Male,62,moderate thinness,2
59.45803119705499,1.762666507446085,19.13683972074015,18.954207664888177,Acceptable,Male,53,normal,4
72.64824599232037,1.4711108623112603,33.568685000814234,47.07242200097708,Obese,Female,53,obese,6
67.42314407163559,1.5204928444991945,29.163539990280007,42.70624798833601,Obese,Female,57,over weight,5
65.26614494319367,1.8731369512460343,18.601539921725216,18.081847906070255,Acceptable,Male,52,normal,4
51.74440478709354,1.709961689905038,17.696632599162356,17.225959118994826,Acceptable,Male,53,mild thinness,3
69.06956427985216,1.7569121347595735,22.3762152634284,32.26145831611408,Obese,Female,47,normal,4
75.61105542445736,1.5981290316882848,29.60476501539697,35.87571801847636,Obese,Female,25,over weight,5
72.97471316684161,1.6853996398596347,25.690147812872908,38.30817737544749,Obese,Female,56,over weight,5
91.10893466677626,1.756358996239014,29.534824146022494,33.50178897522699,Obese,Male,62,over weight,5
65.11259734366006,1.437045864638803,31.529984785861437,46.00598174303372,Obese,Female,59,obese,6
101.21347833068683,1.7510375612704068,33.01014453156778,33.07217343788133,Obese,Male,42,obese,6
98.29515294280581,1.7767766765274287,31.136257727252456,43.92350927270295,Obese,Female,52,obese,6
76.55116231850735,1.7120808939497034,26.115793605069406,30.53895232608329,Acceptable,Female,20,over weight,5
57.74325661771687,1.9461691813087625,15.245444515461502,9.2245334185538,Athletes,Male,31,sever thinness,1
105.86118117432478,1.7914372923148045,32.98629313866917,39.933551766403,Obese,Female,25,severe obese,7
87.34667997985912,1.6706271194768283,31.295892986469436,39.285071583763326,Obese,Female,31,severe obese,7
63.446992021082046,1.7198242243855233,21.450771347947082,14.830925617536497,Fitness,Male,23,normal,4
76.51816436048566,1.7946489487983666,23.757761878887848,17.829314254665416,Acceptable,Male,24,normal,4
53.41980965698577,1.7034902880972183,18.4086954285054,20.83043451420648,Fitness,Female,18,mild thinness,3
91.45918195849046,1.953160103350943,23.974614000150204,19.009536800180246,Acceptable,Male,28,normal,4
77.91433383680523,1.8919723952977456,21.766458377546932,20.729750053056318,Acceptable,Male,47,normal,4
72.10392487017624,1.8208253027011767,21.748151308954384,15.187781570745258,Fitness,Male,23,normal,4
50.84509201539816,1.7630296988658916,16.357984080757173,19.059580896908606,Athletes,Female,21,moderate thinness,2
77.12197364209479,1.587354516368616,30.60767005988501,42.36920407186201,Obese,Female,48,obese,6
88.0398694631204,1.6665189702012513,31.69997112620633,43.449965351447595,Obese,Female,47,severe obese,7
82.85442408579618,1.8215368230879954,24.971221831071635,26.415466197285962,Obese,Male,55,normal,4
50.274521166408306,1.4106684167817352,25.26376405499812,34.34651686599774,Obese,Female,41,over weight,5
79.42021354403863,1.8827086186802267,22.406025659846108,15.977230791815334,Fitness,Male,23,normal,4
54.91911799850327,1.787668188126535,17.185007662447543,9.94200919493705,Athletes,Male,24,mild thinness,3
62.226404555336046,1.8726851559388278,17.74374028651936,15.672488343823229,Fitness,Male,46,mild thinness,3
70.45943480620276,1.550941638674181,29.29194726298705,34.35033671558446,Obese,Female,20,over weight,5
70.3458447742094,1.9457171288600594,18.581426210704738,16.217711452845688,Fitness,Male,44,normal,4
60.09829538418995,1.4685674318040323,27.86598304599945,40.91917965519934,Obese,Female,56,over weight,5
96.60935035398889,1.7552111970158424,31.3588696771355,35.460643612562606,Obese,Male,61,obese,6
88.93365202320258,1.6356955811227127,33.2400115453459,49.43801385441508,Obese,Female,65,obese,6
93.98360642432206,1.7950300432088495,29.16813509060029,27.541762108720352,Obese,Male,38,over weight,5
69.97008830536775,1.7762583894073263,22.176864232381096,20.30223707885732,Acceptable,Male,43,normal,4
82.10179962366539,1.5757757914000459,33.06464227301723,42.327570727620675,Obese,Female,35,obese,6
71.59839915943286,1.6165273102876139,27.399158195240698,39.89898983428884,Obese,Female,54,severe obese,7
